"obj","museum","text","material"
"http://data.silknow.org/object/73745b46-91a2-33ae-a790-d14a12b22a02","http://data.silknow.org/graph/vam","Man's waistcoat, 1780s, British; ivory silk satin, embroidered, tamboured, chenille, pastes, silver spangles, purl","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/73745b46-91a2-33ae-a790-d14a12b22a02","http://data.silknow.org/graph/vam","Man’s waistcoat with a round neckline, revers, straight fronts and hem, hip-length, with a welted pocket on each front.  The fronts, collar, revers and pocket welts are made of ivory silk satin, the back of cream worsted twill.  The waistcoat is lined with fustian, the pockets with linen, the fronts faced with ivory silk twill. The waistcoat is embroidered-to-shape with brown silk floss and chenille, blue chenille thread, silver foil and purl, glass pastes and tamboured with silver filé and red silk floss, in a pattern of bows and floral sprigs, on the collar, pocket welts, revers, below the pockets and along front neck, edges and hems. The waistcoat as a double-breasted effect with 12 embroidered buttons set back from 9 worked buttonholes along the left front, and 12 embroidered buttons on the right front.

The linen tape ties at the back were probably added later.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/6b74f10d-fd63-3e16-ad27-6d5b38ed39ce","http://data.silknow.org/graph/vam","Man’s waistcoat with a 2-inch (5 cm) standing collar, revers, straight fronts and skirts reaching to the hip.  Each front has a welted pocket.  The fronts and pocket flaps are made of bleached cotton with narrow stripes of twill weave, the back of fustian.  The waistcoat is lined with fustian. It is embroidered-to-shape with silver spangles and silk floss in green, yellow, purple and shades of pink, and tamboured with silver filé and pink silk thread, in a pattern of abstract floral sprigs, swags and tassels, on the pocket welts, revers and collar, front edges and hems. The fronts are embroidered with repeating abstract sprigs. The waistcoat has a double-breasted appearance.  There are 12 embroidered buttons, set back from 10 worked buttonholes along the left front, with 12 embroidered buttons on the right front.

The waistcoat was altered in the late 19th century, probably for theatre costume; it was enlarged with insertions of linen at the shoulder seams, back collar and centre-back seam.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/6b74f10d-fd63-3e16-ad27-6d5b38ed39ce","http://data.silknow.org/graph/vam","Man's waistcoat, 1780s, Britlish; self-striped cotton, embroidered with silver thread, tamboured, altered 1870-1910","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/c9e1f512-2f23-3a82-919b-b0a8eb68f504","http://data.silknow.org/graph/vam","Man's waistcoat, 1775-1780, British; striped white cotton, tamboured with silk and silver thread","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/c9e1f512-2f23-3a82-919b-b0a8eb68f504","http://data.silknow.org/graph/vam","Man’s waistcoat with a round neckline, curving fronts and skirts reaching to the top of the thigh.  Each front has a pocket and pointed pocket flap.  The fronts and pocket flaps are made of white cotton with narrow stripes, the back of white cotton.  The waistcoat, pockets and pocket flaps are lined with white cotton. The waistcoat is tamboured-to-shape with silver filé and spangles, and silk thread in shades of pink and green, in a pattern of knots and floral sprigs within a border, with a ground of repeated floral sprigs, on the pocket flaps, below the pockets, along the front edges and hems. There are 12 worked buttonholes with embroidered borders along the left front with 12 embroidered buttons on the right front.  

The pockets were later sewn up.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/c9e1f512-2f23-3a82-919b-b0a8eb68f504","http://data.silknow.org/graph/vam","Waistcoat, c.1775-1785, English; Embroidered striped white cotton.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/462a68ee-9c06-3051-bdd2-a0151d06f74f","http://data.silknow.org/graph/vam","Man's waistcoat, 1760s, British; Pink silk satin, figured and brocaded with silver thread, Lyons, c1710","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/462a68ee-9c06-3051-bdd2-a0151d06f74f","http://data.silknow.org/graph/vam","Man's waistcoat with a round neckline, curving fronts and skirts reaching to between the middle and top of the thigh.  Each front has a pocket and pointed pocket flap.  The fronts, back and pocket flaps are made of pink silk satin, figured with taffeta weave in a pattern of bizarre shapes and brocaded with silver filé and frisé, and silk floss in maroon, white, peach, blue and two shades of green, in a pattern of flowers and scrolls. The satin weave is 5 and the brocading bound in 4/1 twill.  The waistcoat and pocket flaps are lined with pink silk twill, the pockets with bleached linen.  There are 12 worked buttonholes on a strip of the brocaded satin under the left front edge with 12 silver passementerie buttons on the right front.

There is very little piecing to indicate if the waistcoat was made over from an earlier garment.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/fb86c959-f397-3792-9a77-f3b105eebcc4","http://data.silknow.org/graph/vam","Man's waistcoat, 1775-85, British; white silk satin, embroidered and tamboured silver & silk threads","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/fb86c959-f397-3792-9a77-f3b105eebcc4","http://data.silknow.org/graph/vam","Man’s waistcoat with a round neckline, curving fronts and skirts reaching to the top of the thigh.  Each front has a pocket and pointed pocket flap.  The fronts and pocket flaps are made of white silk satin, the back of linen.  The waistcoat is lined with fustian, the pockets with glazed linen; the front skirt and pocket-flap linings and front facings are ivory silk twill.  The waistcoat is embroidered-to-shape with silver purl and spangles, silk floss in shades of green and pink in satin stitch, and tamboured with silver filé, in a pattern of swags, tassels and abstract floral sprigs, with a ground of repeating floral sprigs, on the pocket flaps, below the pockets, along the necks, front edges and hems. There are 12 worked buttonholes along the left front with 12 embroidered buttons on the right front.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b79803cf-b9e2-3682-90d7-4555307b8267","http://data.silknow.org/graph/vam","Man's waistcoat with a round neckline, curving fronts and skirts reaching to between the middle and top of the thigh.  Each front has a pocket and pointed pocket flap.  The fronts and pocket flaps are made of white silk brocaded with silver filé and frisé, and silk floss in white and shades of green and pink, in a pattern of flowers and leaves in a diamond-shaped border. The back is pale blue satin worsted.  The waistcoat and pockets are lined with fustian; the skirt and pocket-flap linings and front facings are pink silk taffeta.  There are 10 buttonholes embroidered with silver along the left front edge with 10 silver passementerie buttons on the right front.

The fronts are heavily pieced, indicating that the waistcoat has been made over from an earlier garment.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b79803cf-b9e2-3682-90d7-4555307b8267","http://data.silknow.org/graph/vam","Man's waistcoat, 1760s, British; Silver brocaded silk with green and pink, Lyons, c1730","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/94fbfc61-042a-3f43-8707-7565abf54914","http://data.silknow.org/graph/vam","Bag made of tapestry woven silver and silver-gilt filé and brown silk thread, lined with carnation silk satin. It is made of 2 panels, curved on the sides with a woven design of a posy of flowers surrounded by a border of floral motifs on each side. The seams and top edge are covered with ¼-inch (4 mm) wide silver-gilt woven lace. The 2 drawstrings are flat braids of silver and silver-gilt filé with 4 tassels of black silk floss and silver-gilt filé.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/94fbfc61-042a-3f43-8707-7565abf54914","http://data.silknow.org/graph/vam","Bag of tapestry woven silver, silver-gilt on brown, 1600s, French; floral motifs, carnation satin lining","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f6d1dcae-1c32-3ab2-ab3d-d2cfafc6a56a","http://data.silknow.org/graph/vam","Pocket case of tapestry woven silver and silver-gilt filé and carnation silk floss in a pattern of fleur-de-lys and flowers in cartouches and birds.  It is rectangular in shape with a triangular flap, reinforced with pasteboard and lined with ivory silk taffeta. The seams and edges are couched with ⅛-inch (2 mm) wide woven silver lace (braid), forming a loop at the point of the flap.

The side seams have been unpicked to display the case flat.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f6d1dcae-1c32-3ab2-ab3d-d2cfafc6a56a","http://data.silknow.org/graph/vam","Pocket case oftapestry woven silver, silver-gilt on carnation, 1650-1700, French; birds, fleur-de-lys","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a8f2ed0b-f8e0-3e77-b493-f81b454f77c9","http://data.silknow.org/graph/vam","Bag of tapestry woven silver flowers on carnation silk, 1600s, French; ivory taffeta lining","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a8f2ed0b-f8e0-3e77-b493-f81b454f77c9","http://data.silknow.org/graph/vam","Bag made of tapestry woven carnation silk floss and silver and lined with ivory silk taffeta.  It is made of 4 shield-shaped panels, with the same floral motif in silver on each side. A ⅛-inch (2 mm) wide woven silver lace (braid) is couched over the seams and around the top.  It has 2 drawstrings of flat ,braided white and pink silk floss, and originally 4 (1 now missing) tassels, covered with silver filé.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/58d17285-7743-3178-9c08-ebb7e5169c81","http://data.silknow.org/graph/vam","Bag made of tapestry woven dark green silk floss, silver and silver-gilt filé, interlined with paper and lined with blue silk satin.  It is made of 2 shallow panels, curved at the sides, with a coat of arms on each side, 2 dolphins supporting a crown, with 3 fleur-de-lys in the centre. A ⅛-inch (2 mm) wide woven silver-gilt lace (braid) is couched over the seams and around the top.  It has 2 drawstrings of green and silver-gilt filé cord, and 2 large and originally 2 small (1 now missing) tassels, covered with silver filé.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/58d17285-7743-3178-9c08-ebb7e5169c81","http://data.silknow.org/graph/vam","Bag of tapestry woven silver, silver-gillt, 1600s, French; with coat of arms, dolphins, crown & fleur-de-lys","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1499356a-e832-35c2-96e2-946a6cbd3b00","http://data.silknow.org/graph/vam","Bag of tapestry woven silk and silver, 1600s, French; green, pink, black, stylised foliage","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1499356a-e832-35c2-96e2-946a6cbd3b00","http://data.silknow.org/graph/vam","Bag made of tapestry woven green, pink, black and white silk threads and silver filé, lined with pink silk taffeta. It is made of 4 shield-shaped panels, each with a stylised floral motif. A ⅛-inch (2 mm) wide woven silver lace (braid) is couched over the seams and around the top.  It has 2 drawstrings of finger-looped braid in silver filé and white and pink silk floss with originally 4 (1 now missing) pink silk and silver thread-covered tassels.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/3f9cda42-8bef-3282-86ac-42a9baf2c3a4","http://data.silknow.org/graph/vam","During the eighteenth century, Madrid attracted immigrants from other areas of Spain who brought with them distinctive styles of regional dress.  These newcomers were known as ‘majos’.  Élite society in Madrid adopted the picturesque majos’ dress, as a patriotic Spanish style and a rejection of French fashion. The 'majos' style continued to be worn as fancy dress in the 19th century.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/3f9cda42-8bef-3282-86ac-42a9baf2c3a4","http://data.silknow.org/graph/vam","Man's fancy dress suit in the 'majos' style, 1800-25, Spanish, of pink silk with silver woven lace and blue silk ribbon","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/3f9cda42-8bef-3282-86ac-42a9baf2c3a4","http://data.silknow.org/graph/vam","Man’s fancy dress suit of pink silk satin in the ‘majos’ style.  The jacket reaches to the waist with a 3-inch (7.5 cm) standing collar, revers [lapels] faced with white silk twill and long, curving, 2-piece sleeves.  The jacket fronts are lined with light blue silk twill, the back and sleeves with glazed brown cotton.  It is decorated with 1½ inch (6.3 cm) wide silver braid and ⅜-inch (8 mm) silver fringe on the front, pockets, sleeves, revers and collar. The sleeves are separate and laced to the jacket with white silk ribbon through worked eyelets. Lengths of wide blue silk ribbon are sewn over the lacing at the shoulder seams. The jacket front does not fasten; there are 6 blind buttonholes outlined in silver braid on the right front and 5 on the left

The breeches are made of the same pink silk with back legs gathered into a 2-inch (5 cm) waistband and narrow fall front. The waistband is lined with linen, the legs with glazed brown cotton. There is a watch pocket in the right side of the waistband. Silver braid decorates the knee bands.  The breeches fasten with 3 hooks and eyes at centre front and the silk covered buttons on the waistband and buttonholes on the fall front.  There are seven buttonholes, outlined in silver braid at each knee, with 13 corresponding buttons (1 missing); the knee bands each fasten with a button and buttonhole.  34 small silver filigree spheres decorate the outside seams of the legs.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/973b9107-af7b-3d87-be23-e0bfd859716a","http://data.silknow.org/graph/vam","Embroidered by Edmund Harrison depicting Adoration of the Shepherds; England; 1637.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/973b9107-af7b-3d87-be23-e0bfd859716a","http://data.silknow.org/graph/vam","Embroidered panel depicting the Adoration of the Shepherds worked in silk, silver, and silver-gilt thread on linen in long and short, split, brick, and satin stitches and couched work. 

On the right sits the Virgin on a heap of hay, the Christ Child beside her. Behind her are Joseph and St. Anne. Behind Joseph's shoulder can be seen the heads of the ox and the ass. On the left are three shepherds, the one in front kneeling on a cushion. At the top are clouds, opening and shedding golden light downwards, and revealing the figures of two cherubs. All the colours are very subdued.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/973b9107-af7b-3d87-be23-e0bfd859716a","http://data.silknow.org/graph/vam","Companion panel, The Adoration of the Magi, submitted at the same time (neg. 28989).","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a0ac6639-ad5c-35d1-a71f-e782c2e00730","http://data.silknow.org/graph/vam","Embroidered in tent and stem stitch, in wool, silk, gold, and silver thread on linen canvas. The blue ground is covered with symmetrically-arranged branching stems in two shades of green, bearing carnations, Tudor roses, acorns, grapes, etc. In the centre is a roundel, containing (within a broad border of floral stems on a black ground) an impaled coat of arms and the initials O.S. and E.S. The carpet is surrounded with a broad border of floral stems of different types on a black ground, containing 20 heraldic shields of the alliances of the St John family. 

The ground also has various initials (some undeciphered) and devices, including a crest.

The border is in four pieces (one with a narrow red chevron edging) but probably belongs to the centre, which has been cut down: the whole was mounted at a later date on a piece of coarser canvas, through which some of the outlines were reworked.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a0ac6639-ad5c-35d1-a71f-e782c2e00730","http://data.silknow.org/graph/vam","Embroidered, with initials of Oliver St John; English; ca. 1605.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a0ac6639-ad5c-35d1-a71f-e782c2e00730","http://data.silknow.org/graph/vam","Embroidered in tent and stem stitch, in wool, silk, gold, and silver thread on linen canvas. The blue ground is covered with symmetrically-arranged branching stems in two shades of green, bearing carnations, Tudor roses, acorns, grapes, etc. In the centre is a roundel, containing (within a broad border of floral stems on a black ground) an impaled coat of arms and the initials O.S. and E.S. The carpet is surrounded with a broad border of floral stems of different types on a black ground, containing 20 heraldic shields of the alliances of the St John family. 

The ground also has various initials (some undeciphered) and devices, including a crest.

The border is in four pieces (one with a narrow red chevron edging) but probably belongs to the centre, which has been cut down: the whole was mounted at a later date on a piece of coarser canvas, through which some of the outlines were reworked.","http://data.silknow.org/vocabulary/627"
"http://data.silknow.org/object/a0ac6639-ad5c-35d1-a71f-e782c2e00730","http://data.silknow.org/graph/vam","Embroidered, with initials of Oliver St John; English; ca. 1605.","http://data.silknow.org/vocabulary/627"
"http://data.silknow.org/object/8b5f8835-8acc-31f6-bfc0-6aa67951a6f6","http://data.silknow.org/graph/vam","Open-fronted sack of brocaded silk, and designed to be worn over panniers. Blue silk woven with silver threads in a formal floral design and trimmed with silver-gilt lace. The robings widen towards hem and are faced back and covered with a band of silver lace. The sleeves have double frilled cuffs. The skirt will accommodate a medium wide fan shaped loop and is pleated to the waist above each pocket slit. There is a waist seam in the front. Lined with linen, but the sleeves are lined with white silk, and the hem is faced back with blue silk.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/8b5f8835-8acc-31f6-bfc0-6aa67951a6f6","http://data.silknow.org/graph/vam","A woman's sack of brocaded silk and silver-gilt lace, probably made in England, 1750-1760, and altered in late 19th century","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/25bddad3-0cb5-3b6f-bf83-f23e1075d4ea","http://data.silknow.org/graph/vam","Unique","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/25bddad3-0cb5-3b6f-bf83-f23e1075d4ea","http://data.silknow.org/graph/vam","A woman's robe à la piedmontese and petticoat, salmon pink satin, white, silver-gilt stripe, brocaded floral sprays in silver-gilt strip and  shades of green wrapped with silver, salmon-pink silk.  The robe is open at the front with shaped, elbow-length sleeves.  The bodice is separate from the skirts, seamed at the waist.    The bodice meets at the centre front, with a lacing band on inside of each front; it has  a shaped, boned back reaching to a point at centre back.  The sleeves are lined in linen; the bodice parts are lined with linen, then stitched together.  The skirts are made of 6 widths of linen, flat pleated into the waist and curving at the hem of each side of the front.  The hem is faced with pink silk ribbon.  At the back, two double box pleats, separate from the bodice, extend from the centre back of the skirts.  The are bound at the top with silk, decorated with silk ribbons and stitched the back neck of the bodice.  

The petticoat is made of 2 widths of silk and pieced with plain salmon-pink silk.  

The ensemble was probably made in the 1770s as a robe à la française (sack) and petticoat.  In the 1780s it was converted to a robe à la piedmontese. The back pleats were cut from the bodice and attached to the neck.  19 small metal rings were sewn in a semi-circle on the skirts, below the waist, with a tape threade through to create the distinctive gathering at the back. 

Both were altered for fancy dress in the late 19th century.  The waist binding was removed from the petticoat and replaced with a drawstring casing.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/25bddad3-0cb5-3b6f-bf83-f23e1075d4ea","http://data.silknow.org/graph/vam","A woman's robe à la piédmontaise and petticoat, French, 1770s; salmon pink satin, white, silver-gilt stripe, brocaded floral sprays, French 1770s; altered to a robe à la piédmontaise 1780s; altered 1870-90","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/7b3a1496-7580-36e6-b36c-3b8791a5de55","http://data.silknow.org/graph/vam","Man's waistcoat, 1755-60, British; white silk taffeta, brocaded with silver thread","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/7b3a1496-7580-36e6-b36c-3b8791a5de55","http://data.silknow.org/graph/vam","Man’s waistcoat with a round neckline, curving fronts and skirts reaching to mid-thigh.  Each front has a pocket and pointed pocket flap.  The fronts, back and pocket flaps are made of white silk taffeta, brocaded with silver and partially wrapped silver thread, in a design of floral and leaf motifs.  The skirt and pocket flap linings and front facings are ivory silk taffeta.  There are 10 buttonholes worked in silver thread along the left front and three (uncut) on each pocket flap, with 10 silver passementerie buttons on the right front. 

There were 3 buttons below each pocket (all missing); the pockets and waistcoat lining have been removed.  Remnants of old conservation linings, bindings for display purposes remain.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/76125e41-4e13-381f-a4e0-0456e7b8e7d2","http://data.silknow.org/graph/vam","A woman's sack and petticoat of yellow watered silk brocaded with a design in silver thread of vertical leafy and undulating trails, and with detached butterflies and flower baskets and floral sprigs on the ground.  The sack is open at the front with pleated robings to the waist and elbow-length sleeves with double, scalloped and pinked sleeve ruffles.  The bodice and sleeves are lined with linen, with a bone on either side of the back.  The back has two double box pleats, stitched at the neckline and carefully arranged to show the undulating trails in the silk pattern.  There is a waist seam from front to side back seam, with the skirts pleated at the seam.  There are no pocket openings. The sack is made of 4 widths of silk with a partial panel on each side of the front, folded back in an angled pleat running from hem to waist. The skirts are lined with yellow glazed wool and the hem faced with yellow linen tape.

The petticoat is made of 2 widths of silk and would have been worn apron-style.  There is a box pleat at the centre front and flat pleats on either side.  The waist is bound with yellow linen tape which froms ties to fasten.  The petticoat is decorated with two dentelated, pinked and scalloped flounces, arranged horizontally.  It is lined with a thin grey-brown watered silk.

Both sack and petticoat are very carefully pieced and clearly made over from an earlier incarnation; areas of fading at the petticoat waist suggest possible for a furnishing.  The linen tape tie at the the centre back waist of the bodice lining and those on the bodice fronts were probably added for fancy dress in the late 19th century.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/76125e41-4e13-381f-a4e0-0456e7b8e7d2","http://data.silknow.org/graph/vam","A woman's sack and petticoat, 1770s, English or Dutch; Watered yellow silk brocaded with silver thread, Dutch, 1770-75; altered 1870-1910","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b04630d5-9a8f-3d49-b2ac-9a21199a24e0","http://data.silknow.org/graph/vam","Set of garters. Tapestry-woven in red silk with a pattern in purple, blue and dark green silk and gold and silver threads. At one end of each garter is an area woven with interlocking colours in purple, green, silver and gold, and flanked by bands of silver containing two narrow blue stripes. The rest of the design is composed of stepped squares making diagonals of colour divided by diagonals of metal thread. The colours vary from block to block. Between the block of squares are stripe patterns in alternatively silver and gold mingled with the red silk of the ground. There are 14 warp threads in the 0.5 inch width of the ribbon. The warp is of silk. At each end is a short tassel of silver wire.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b04630d5-9a8f-3d49-b2ac-9a21199a24e0","http://data.silknow.org/graph/vam","Set of garters, silk with gold and silver threads, Romania, 1800s.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b04630d5-9a8f-3d49-b2ac-9a21199a24e0","http://data.silknow.org/graph/vam","Set of garters. Tapestry-woven in red silk with a pattern in purple, blue and dark green silk and gold and silver threads. At one end of each garter is an area woven with interlocking colours in purple, green, silver and gold, and flanked by bands of silver containing two narrow blue stripes. The rest of the design is composed of stepped squares making diagonals of colour divided by diagonals of metal thread. The colours vary from block to block. Between the block of squares are stripe patterns in alternatively silver and gold mingled with the red silk of the ground. There are 14 warp threads in the 0.5 inch width of the ribbon. The warp is of silk. At each end is a short tassel of silver wire.","http://data.silknow.org/vocabulary/627"
"http://data.silknow.org/object/b04630d5-9a8f-3d49-b2ac-9a21199a24e0","http://data.silknow.org/graph/vam","Set of garters, silk with gold and silver threads, Romania, 1800s.","http://data.silknow.org/vocabulary/627"
"http://data.silknow.org/object/66bf97a9-ec94-379d-a69b-e725fdc456e4","http://data.silknow.org/graph/vam","BRIDAL COSTUME 

Norwegian; 19th century.

Consisting of satin jacket, skirt of wool, peasant weaving, cape and belt with silver ornaments and lace, silver-gilt crown, of an earlier date, fringe of false hair, to be removed after the ceremony, forehead bands and streamers. The silver locket is to contain the ""Prester Penger,"" the fee paid to the minister. 

Given by Mrs. Close and Miss Etta Close, O.B.E.  [March 1932]","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/66bf97a9-ec94-379d-a69b-e725fdc456e4","http://data.silknow.org/graph/vam","Forehead band in two pieces, part of a Norwegian bridal costume purchased by the donor in 1865 from the original owner. The larger piece consists of a rounded length of red worsted fabric, onto which a length of silver lace and a partly-brocaded silk ribbon are stitched. Two pairs of pink silk tying strings are sewn to the reverse at each end. The band is lined with a floral printed cotton in shades of brown. 

The smaller piece is of red & green silk with silver bobbin lace and machine lace.
Worn as part of a larger headdress assemblage known as <i>lad</i>, traditionally topped with a bridal crown.

Part of a headdress, of red &amp; green silk with silver bobbin lace and machine lace.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/66bf97a9-ec94-379d-a69b-e725fdc456e4","http://data.silknow.org/graph/vam","Headdress, wool with appliqued lace and brocaded silk ribbon, Norwegian, 1800s. Headdress, silk, pleated with silver lace, Norway, 19th century.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1ecaa768-06c1-3b18-a8eb-d604d7214831","http://data.silknow.org/graph/vam","A woman's bodice of white silk, backed with linen, unlined.  It has a wide neckline, long full sleeves in six panes.  The waistline is at the natural level and slightly pointed in front.  The bodice laces at the back; the 7-strand flat lacing in yellow and beige silk is probably original.  The bodice is embroidered in a pattern of scrolls, couched in silver thread and leaves of couched silver strip, and flowers in satin stitch worked in coloured silks.  A cuff of 1680s Milanese bobbin lace (the right hand has a blue silk ribbon fastening) has been later stitched to the end of each sleeve.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1ecaa768-06c1-3b18-a8eb-d604d7214831","http://data.silknow.org/graph/vam","F, 1630s, Italian; Embroidered coloured silks, silver gilt thread, with cuffs of Milanese bobbin lace, 1680s","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/de5acbd8-ce5d-3aac-b537-bcd307914c37","http://data.silknow.org/graph/vam","Unique","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/de5acbd8-ce5d-3aac-b537-bcd307914c37","http://data.silknow.org/graph/vam","The sleeves are made in two pieces of white silk satin, lined with textured silk. Each piece of the sleeve is embroidered with borders of diamond shapes and fleur-de-lys worked in silver thread, and flowers worked in coloured silk chenille threads, and silver thread, strip and purl.  The sleeves are loose, curved and three-quarter length.  The sleeve head is angled, with an eyelet in the corner.  The sleeves were acquired in two pieces, but sewn together for display after acquisition.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/de5acbd8-ce5d-3aac-b537-bcd307914c37","http://data.silknow.org/graph/vam","Pair of sleeves for an image robe, 1700-1750, French; White silk satin embroidered with chenille and silver threads","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/de5acbd8-ce5d-3aac-b537-bcd307914c37","http://data.silknow.org/graph/vam","A dressed statue of the Virgin Mary was a feature of Roman Catholic churches in France, until the  Revolution.  The clothing worn by these statues, known as an image robe, was frequently fashionable  clothing altered to accommodate a wooden form.  Sometimes, image robes were commissioned and  specially made for a statue and this is one example.  The style of these sleeves is not fashionable and the  design of the embroidery is similar to those worked on altar frontals, see T.30-1912 and T.110-1912.   The matching bodice to these sleeves were acquired by the V&amp;A in 1899, 18-1899.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/60bc66c0-7f24-3697-8b8e-fc6e05f47a90","http://data.silknow.org/graph/vam","Unique","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/60bc66c0-7f24-3697-8b8e-fc6e05f47a90","http://data.silknow.org/graph/vam","A dressed statue of the Virgin Mary was a feature of Roman Catholic churches in France, until the Revolution.  The clothing worn by these statues, known as an image robe, was frequently fashionable clothing altered to accommodate a wooden form.  Sometimes, image robes were commissioned and specially made for a statue and this is one example.  The style of the bodice is not fashionable and the design of the embroidery is similar to those worked on altar frontals, see T.30-1912 and T.110-1912.  The matching sleeves to this bodice were acquired by the V&amp;A in 1903, 346&A-1903.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/60bc66c0-7f24-3697-8b8e-fc6e05f47a90","http://data.silknow.org/graph/vam","A bodice of an image robe, 1700-50, French; White silk satin, embroidered with coloured chenille and silver threads","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/60bc66c0-7f24-3697-8b8e-fc6e05f47a90","http://data.silknow.org/graph/vam","The bodice is made of white silk satin, lined with linen and reinforced with whalebone.  The satin is embroidered with borders of diamond shapes and fleur-de-lys worked in silver thread, and flowers worked in coloured silk chenille threads, and silver thread and purl. The bottom edge of the bodice is edged with woven silver lace.  The bodice has a round neck; the waistline is pointed at the front. It fastens with lacing down the back, 12 eyelets on each side. The accompanying lace is probably not original. The shoulders originally had three lacing holes for fastening, but were sewn together with an insertion of embroidery later.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b0404c21-1cbc-3a75-b75a-e6081c3c135c","http://data.silknow.org/graph/vam","Unique","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b0404c21-1cbc-3a75-b75a-e6081c3c135c","http://data.silknow.org/graph/vam","A bodice with separate sleeves for a religious statue 1750-1790; French, purple silk, embroidered silver thread, 1710-1730","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b0404c21-1cbc-3a75-b75a-e6081c3c135c","http://data.silknow.org/graph/vam","A bodice with separate sleeves of pieced purple ribbed silk with a wide high neckline and a pointed waist with three waist tabs.  The silk is embroidered with silver filé, frisé and purl. The bodice is reinforced with whalebone across the top and at the bottom point.  All are lined with linen.  The bodice has 10 lacing holes on the left side and 11 on the right.  The shoulders are fastened with three metal rings on each side. The sleeves are open down the side seam and fasten at the bottom with a ring and hook.  A tie at the top of each sleeve on both sides fastens it through a metal ring at the back of the armhole of the bodice.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/e120037d-d9c2-3fae-9b05-56543af69cbe","http://data.silknow.org/graph/vam","Woman's fancy dress ensemble of bodice and skirt in the 'Restoration style', 1850-70, Great Britain; made of green and silver figured silk, Italian or Spanish, 1670s","http://data.silknow.org/vocabulary/628"
