"text","technique"
"Pieza de tejido formada por ocho fragmentos pertenecientes a la misma pieza textil. Sobre fondo blanco, se dispone una decoración de motivos florales y vegetales y frutos realizados en seda de distintos colores. Presenta un doblez en todo el perímetro. Las medidas de la pieza impiden conocer el ancho del telar y las dimensiones del ""rapport"".   
Conserva uno de los orillos (4 mm., verde, blanco y negro).  
  
Ligamentos:  
-Raso de 3 por urdimbre para el fondo blanco [base]  
-Tramas espolinadas que ligan en sarga para los motivos florales y frutos [decoración]  
-Gros de tours para los perfiles de los motivos decorativos [decoración]","http://data.silknow.org/vocabulary/305"
"Barroco   Época Luis XV   Edad Moderna","http://data.silknow.org/vocabulary/305"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". Por la excelente calidad cromática de la representación, llena de matices, con la que se ha logrado una convincente sensación de volumen de gran veracidad, se puede atribuir a talleres lioneses, probablemente a la manufactura de Jean Revel. El tipo de decoración vegetal representada sobre fondo blanco permite datarlo entre 1735 y 1740 [JOLLY, A., Seidengewebe des 18.Jarhunderts II Naturalism. Abegg-Stiftung Riggisberg, Suiza, 2002, p. 31].  
Según Rosa Mª Martín la pieza es del siglo XVIII.","http://data.silknow.org/vocabulary/305"
"Edad Moderna","http://data.silknow.org/vocabulary/305"
"Fragmento textil con ligamento de fondo en tafetán de seda en color verde. Flores de gran tamaño en rojo, amarillo y negro. Orillo lateral de color verde, azul y amarillo.","http://data.silknow.org/vocabulary/305"
"Según Rosa Mª Martín la pieza es del siglo XVIII","http://data.silknow.org/vocabulary/305"
"Edad Moderna","http://data.silknow.org/vocabulary/366"
"Fragmento textil de forma rectangular de seda roja y dorada con ligamento base de sarga y los motivos en raso.","http://data.silknow.org/vocabulary/366"
"Edad Moderna","http://data.silknow.org/vocabulary/366"
"Fragmento textil en forma de tira de terciopelo de seda rojo, con aplicación de raso de seda amarilla. Ribeteado con cordoncillo de hilo de seda en su color y en azul. Decoración en disposición vertical y repetitiva a base de motivos vegetales estilizados y una fuente, de la que salen una especie de roleos entrecruzados. Orillo verde y doble forro de arpillera en su color y lino azul.","http://data.silknow.org/vocabulary/366"
"Por las características técnicas y decorativas se puede incluir en el grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. El uso de hilo metálico para la decoración floral, enmarcada por contorno realizado en raso que crea un efecto de profundidad, permite atribuirlo a talleres italianos, probablemente venecianos. Se conserva un paralelo en la Fundación Abegg-Stiftung, atribuido a un taller veneciano hacia 1680-1690, realizado en raso de 8, con tramas liseré, brochado, liage repris [ACKERMANN, Hans Christoph, Seidengewebe des 18.Jahrhunderts. I. Bizarre seiden. Abegg-Stiftung Riggisberg, Suiza, 2000, pp. 93-94, ficha 34].","http://data.silknow.org/vocabulary/305"
"Barroco   Época Luis XIV   Edad Moderna","http://data.silknow.org/vocabulary/305"
"Fragmento de forma semi-rectangular de seda verde formado por una única pieza de tejido. Sobre un fondo de raso verde se desarrolla una decoración de carater vegetal y floral esquemática. La parte de las flores, tallos y hojas están espolinadas con hilo metálico que va en tramas dobles, e hilo metálico plateado arrollado a alma de seda grueso y torsionado. Los motivos florales presentan un contorno realizado en raso que destaca sobre el fondo, creando una sensación de profundidad. Conserva un orillo (urdimbre blanca y trama verde, de 11 mm. de ancho). Las dimensiones de la pieza impiden conocer el desarrollo del ""rapport"" y el ancho del telar.  
  
Ligamentos  
-tafetán  
-raso de 3 por urdimbre  
-tramas liseré en verde para los perfiles  
-tramas de hilo metálico plateado muy fino -sólo la lama- que van de orillo a orillo  
-tramas espolinadas de hilo metálico plateado de dos tipos: uno que va en tramas dobles y finas, y otro arrollado a hilo grueso y torsionado","http://data.silknow.org/vocabulary/305"
"Por las características técnicas y decorativas se puede incluir en el grupo de tejidos ""de encaje"" o ""a dentelle"". Este tipo de tejidos se caracterizan por el uso de una decoración en la que se combinan motivos vegetales esquemáticos dispuestos de modo simétrico en torno a un eje vertical, que están contenidos en franjas que imitan motivos de encajes. Esta tipología apareció hacia 1690 recuperando los motivos vegetales enmarcados característicos de fines del siglo XVI, pero renovada a través de la inclusión de los encajes. Tuvieron un gran éxito en la década de 1690 y en la de 1720, si bien en esta época los motivos vegetales abstractos fueron progresivamente sustituidos por motivos florales, hasta que hacia 1730 las flores pasaron a ocupar la parte fundamental de la composición (tejidos naturalistas). Este tipo de tejido era emblemático del progreso técnico que había alcanzado la industria textil europea durante la segunda mitad del siglo XVIII, especialmente en Lyon, principal centro inspirador de las novedades de la época. También en Venecia era posible producir tejido complejos brocados con tramas plateadas o doradas denominados tejidos ""a pizzo"", capaces de competir en calidad y diseño con las producciones francesas. A nivel técnico, la mayoría de estos tejidos consisten en un lampas con tramas decorativas liseré y espolinadas de hilo metálico. A la particularidad técnica debida a la importante presencia del hilo metálico, se añade la novedad de la decoración de flores y frutos exóticos que se desarrollan en vertical de modo ondulado. La gran dificultad técnica que entrañaba su fabricación puso las bases para que se pudieran hacer los tejidos ""bizarros"". Se utilizaban principalmente para indumentaria masculina y femenina. En el caso concreto de este tejido, el orillo que conserva y las dimensiones aproximadas del ancho de telar (Según P. THORNTON, 1965, p. 44, el orillo más característico de las manufacturas lionesas era el de seda en su color y amarillo verdoso, y respecto a las dimensiones del ancho de telar, aunque no conserva los dos orillos, la medida de 52 cm. se aproxima mucho a la de 54 típica de los telares lioneses) permiten atribuirlo a talleres lioneses.  
THORNTON, Peter, Baroque and Rococo Silks, Londres, 1965.","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Fragmento de tejido de forma rectangular compuesto por una única pieza. Sobre un fondo beige, presenta una decoración ordenada en torno a un eje de simetría vertical formada por motivos vegetales y florales de color verde, amarillo y rosa, enmarcado por cenefas que imitan los encajes de la época en color blanco. Conserva un orillo (6 mm. de ancho en color amarillo, verde y beige). Las dimensiones del fragmento impiden conocer las dimensiones del ""rapport"" y el ancho exacto del telar.   
  
Ligamentos:  
-Raso de 3 por urdimbre blanco [base]  
-Tramas dobles liseré para perfiles y motivos decorativos en verde y amarillo que ligan en sarga [decoración]  
-Tramas espolinadas en rosa y marrón para motivos decorativos [decoración]  
-Briscado de seda en su color para el interior de las hojas [decoración]","http://data.silknow.org/vocabulary/305"
"Tres fragmentos procedentes del mismo tejido, dos cuadrados y uno rectangular, todos ellos formados por una única pieza. Sobre un fondo de hilo metálico plateado que hace una decoración de motivos vegetales, se desarrolla a su vez una decoración de motivos vegetales y florales de gran tamaño. Las dimensiones de los fragmentos nos impiden conocer el tamaño del ancho de telar y del ""rapport"". Los fragmentos A y C conservan un orillo (11 mm., formado por una franja de hilos marrón oscuro y beige (6 mm.) y otra por una sucesión de líneas beige-verde-beige, de 5 mm.).  
En las colecciones del museo se conservan otro fragmento de este mismo tipo de tejido (CE24282).  
  
Ligamentos:  
-Raso de 3 por urdimbre blanco [base]  
-Tramas liseré de hilo metálico plateado [decoración]  
-Tramas espolinadas STA [decoración]","http://data.silknow.org/vocabulary/305"
"Época Luis XV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". En el caso concreto de este tejido, por la riqueza cromática con la que ha sido realizado, que se contrapone con los distintos tipos de hilos metálicos utilizados para el fondo, y los efectos de sombreado que presenta, puede datarse como un trabajo de manufactura lionesa de la década de 1730. Según Rosa Mª Ros a este tipo de decoración se le denomina Verduras.","http://data.silknow.org/vocabulary/305"
"La pieza, de forma rectangular, está compuesta por un único fragmento. Sobre fondo marrón, presenta una decoración contrapuesta a base de motivos vegetales, florales y frutales de perfiles verdes muy esquemáticos, combinados con cenefas geométricas que imitan los encajes de la época. Las representaciones vegetales presentan en el interior compartimentaciones geométricas en forma de hexágonos, rombos, etc. Conserva uno de los orillos (5 mm., en color irregular verde y beige -seda en su color-). Las dimensiones de la pieza impiden apreciar la extensión completa del ""rapport"" y el ancho de telar.  
  
Ligamentos:   
-Raso de 3 por urdimbre en seda marrón para el fondo y el interior de algunas formas geométricas, en disposiciones romboidales [base]  
-Tafetán blanco -seda en su color- para el interior de las formas decorativas [decoración]  
-Tramas liseré verdes para perfilar los contornos de las formas vegetales, florales y geométricas [decoración]  
-Tramas espolinadas de hilo metálico arrollado a alma de seda para el interior de las formas vegetales y florales [decoración]  
-Briscado para el interior de las formas vegetales y florales [decoración]","http://data.silknow.org/vocabulary/305"
"Edad Moderna   Barroco   Época Luis XIV","http://data.silknow.org/vocabulary/305"
"Por las características técnicas y decorativas se puede incluir en el grupo de tejidos ""de encaje"" o ""a dentelle"". Este tipo de tejidos se caracterizan por el uso de una decoración en la que se combinan motivos vegetales esquemáticos dispuestos de modo simétrico en torno a un eje vertical, que están contenidos en franjas que imitan motivos de encajes. Esta tipología apareció hacia 1690 recuperando los motivos vegetales enmarcados característicos de fines del siglo XVI, pero renovada a través de la inclusión de los encajes. Tuvieron un gran éxito en la década de 1690 y en la de 1720, si bien en esta época los motivos vegetales abstractos fueron progresivamente sustituidos por motivos florales, hasta que hacia 1730 las flores pasaron a ocupar la parte fundamental de la composición (tejidos naturalistas). Este tipo de tejido era emblemático del progreso técnico que había alcanzado la industria textil europea durante la segunda mitad del siglo XVIII, especialmente en Lyon, principal centro inspirador de las novedades de la época. También en Venecia era posible producir tejido complejos brocados con tramas plateadas o doradas denominados tejidos ""a pizzo"", capaces de competir en calidad y diseño con las producciones francesas. A nivel técnico, la mayoría de estos tejidos consisten en un lampas con tramas decorativas liseré y espolinadas de hilo metálico. A la particularidad técnica debida a la importante presencia del hilo metálico, se añade la novedad de la decoración de flores y frutos exóticos que se desarrollan en vertical de modo ondulado. La gran dificultad técnica que entrañaba su fabricación puso las bases para que se pudieran hacer los tejidos ""bizarros"". Se utilizaban principalmente para indumentaria masculina y femenina. En el caso concreto de este tejido, la calidad técnica con la que fue ejecutado permite atribuirlo a las manufacturas de Lyon, y por el carácter esquemático y sintético de la decoración se puede datar entre 1690 y 1710.","http://data.silknow.org/vocabulary/305"
"Tejido rectangular con acabado semicircular, que probablemente formara parte de la parte inferior de una pieza de indumentaria. Sobre un fondo de hilo metálico plateado presenta una decoración vegetal y floral de carácter fantástico, rematada en formas geométricas, en color rojo, azul, marrón y salmón, y dos tipos de hilos metálicos plateados y dorados distintos al que forma el fondo. La pieza está formado por un único fragmento y carece de orillos. Las dimensiones no permiten conocer el ancho del telar ni las dimensiones del ""rapport"". Está forrado.   
  
Ligamentos:  
-Gro de Tour [base]  
-Tramas espolinadas de seda azul, salmón y naranja, e hilo metálico plateado y dorado [decoración]  
-Briscado [decoración]","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Por las características técnicas y decorativas que presenta puede incluirse en el grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. Por el uso tan extensivo de hilo metálico puede atribuirse a producciones francesas o venecianas, gracias a la contención de los motivos decorativos, al esquematismo y claridad con el que están desarrollados y a los tallos que recorren la decoración se puede datar a principios del siglo XVIII.","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Fragmento de tejido de forma cuadrada. Sobre un fondo color salmón se disponen distintos motivos florales, de animales, motivos arquitectónicos y figuras humanas. Los motivos decorativos son muy esquemáticos, de pequeño tamaño, y están ordenados en franjas. Las dimensiones de la pieza impiden conocer el ancho de telar, y sólo nos permiten conocer el ancho del ""rapport"" [18.5 cm.]. Carece de orillos.   
  
Ligamentos:  
-Raso de 3 por urdimbre  
-Tramas liseré que ligan en sarga","http://data.silknow.org/vocabulary/305"
"Las características técnicas y decorativas que presenta la pieza, permiten incluirlo dentro del grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. Por el esquematismo que presenta la decoración y su ordenación en franjas, puede datarse a finales del siglo XVII.","http://data.silknow.org/vocabulary/305"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". En el caso concreto de este tejido, por la riqueza cromática con la que ha sido realizado, que se contrapone con los distintos tipos de hilos metálicos utilizados para el fondo, y los efectos de sombreado que presenta, puede datarse como un trabajo de manufactura lionesa de la década de 1730. Según Rosa Mª Ros a este tipo de decoración se le denomina Verduras.","http://data.silknow.org/vocabulary/305"
"Época Luis XV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Fragmento rectangular de tejido formado por una única pieza. Sobre un fondo de hilo metálico plateado que hace una decoración de motivos vegetales, se desarrolla a su vez una decoración de motivos vegetales y florales de gran tamaño. Las dimensiones de la pieza nos impiden conocer el tamaño del ancho de telar y del ""rapport"". Carece de orillos.  
  
Ligamentos:  
-Raso de 3 por urdimbre blanco [base]  
-Tramas liseré de hilo metálico plateado [decoración]  
-Tramas espolinadas STA [decoración]","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"El tejido estaba formado por dos fragmentos rectangulares, uno de mayor tamaño que otro, que en una restauración fueron descosidos y separados, pero que pertenecen a la misma pieza, y a su vez cada uno está formado por un único fragmento. Sobre un fondo rojo con efectos de damasco con decoración vegetal, se desarrolla una decoración fantástica a base de tallos vegetales, flores, frutos y trompetas en hilo metálico. Las dimensiones impiden conocer el ancho de telar y las dimensiones del ""rapport"". Los dos fragmentos conservan un orillo (5 mm. rojo y beige).   
  
Ligamentos:  
-Efectos de damasco realizados en raso irregular de 8 por urdimbre [brillo] y tafetán [mate] [base]  
-Tramas espolinadas de hilo metálico arrollados a alma de seda y amarillo cogidos en raso de 3 [decoración]","http://data.silknow.org/vocabulary/305"
"Por las características técnicas y decorativas, se puede incluir en el grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. Por la alta calidad se puede atribuir a talleres lioneses, y el carácter fantástico de los motivos decorativos y la amplia dimensión del ""rapport"" permiten datarlo entre 1700 y 1705.","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
