"text","visual_item"
"conserva 1 voraviu.","http://data.silknow.org/vocabulary/743"
"Conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva algun troç de voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)
- Conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Es tracta de dos fragments de la mateixa cinta cosits sobre una tela de suport única.","http://data.silknow.org/vocabulary/743"
"Per la forma de la peça podria tractar-se de una fragment de tela de tapisseria.","http://data.silknow.org/vocabulary/743"
"conserva part d'un voraviu","http://data.silknow.org/vocabulary/743"
"conserva fragments del voraviu","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius doblegats.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Model ""RICA"" de l'empresa valenciana ""Garin e Hijos"", inspirat en un disseny del segle XVIII","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"densitat d'ordit: 46 fils/cm.
- densitat de trama: 29 passades/cm.
- ample de peça: 73.
- voraviu: 0,5 cm. (tafetà de seda, ordit groc i trama color cru).","http://data.silknow.org/vocabulary/743"
"conserva part d'un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit del segle XVIII de disseny molt característic de principis de la dècada de 1760, amb poms de flors disposats al llarg de la peça que es creuen amb garlandes ondulants de perfil fistonejat i flors entrellaçades que aporten dinamisme i moviment al disseny, molt al gust de la moda del moment allunyada dels grans motius naturalistes de meitat de segle.
La delicadesa de les flors s’enriqueix amb l’ús de sedes de diferents textures que juguen a crear zones llises i àrees amb més volum a l’utilitzar fils de seda lasa i fils de seda arrissada, en una composició on dominen els tons blaus, ocres i blancs.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Model: ""Blasco""","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Es tracta d'un teixit llavorat de seda sobre el que s'ha brodat part de la decoració amb fils metàl·lics i xenilla.","http://data.silknow.org/vocabulary/743"
"Es tracta d'un teixit llavorat de seda sobre el que s'ha brodat part de la decoració amb fils metàl·lics i xenilla.","http://data.silknow.org/vocabulary/743"
"Fragment de la part del darrera d'una casulla d'estil imperi. Porta folre de cotó i el perimetre està resseguit per punta metàl·lica (punta d'Espanya).","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Teixit de seda amb decoració espolinada que combina fil metàl·lic entorxat amb fil de seda de color groc. Motius florals i vegetals emmarcats en una forma de palmeta.","http://data.silknow.org/vocabulary/743"
"Teixit de seda amb decoració espolinada que combina fil metàl·lic entorxat amb fil de seda de color groc. Motius florals i vegetals emmarcats en una forma de palmeta.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Teixit de seda amb decoració espolinada que combina fil metàl·lic entorxat amb fil de seda de color groc. Motius florals i vegetals emmarcats en una palma.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Teixit de seda amb decoració espolinada que combina fil metàl·lic entorxat amb fil de seda de color groc. Motius florals i vegetals emmarcats en una forma de palmeta.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu
- l'anima del fil entorxat és de fibre vegetal","http://data.silknow.org/vocabulary/743"
"vellut tallat de 1 cos, espolinat","http://data.silknow.org/vocabulary/743"
"segurament correspon a un fragment de faixa femenina.","http://data.silknow.org/vocabulary/743"
"segurament correspon a un fragment de faixa femenina.","http://data.silknow.org/vocabulary/743"
"Es tracta de 2 teixits engantxats i cosits.","http://data.silknow.org/vocabulary/743"
"Es tracta segurament d'un fragment de cobrellit, tapís de pared o d'un recobriment d'arca de fusta. Aquest tipus de teixits es feien en motiu de cerimonies importants.","http://data.silknow.org/vocabulary/743"
"Peça de tela procedent de la part posterior d'una casulla.","http://data.silknow.org/vocabulary/743"
"Conserva voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Es tracta de 2 trossos cosits.","http://data.silknow.org/vocabulary/743"
"conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"Banda brodada en la que es repeteix un motiu d'ocells amb motius florals i decoració vegetal estilitzada.","http://data.silknow.org/vocabulary/743"
"Segurament es tracta d'un fragment de faixa femenina.","http://data.silknow.org/vocabulary/743"
"Petit fragment de faixa femenina. Fons de color vermell i decoració amb un motiu molt característic : el minrab, que ja es troba a la iconografia marroquí des del segle XVII. Abans de la franja final on es troba la mà de Fàtima entre elements vegetals i florals hi ha una sanefa més estreta on s'alternen trèvols i altres decoracions florals, que possiblement és el símbol distintintiu del taller on es va fabricar.segurament correspon a un fragment de faixa.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"Conserva voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Fragment del Teixit dels Lleons de la casulla del tern de Sant Valeri ara integrat en un únic suport junt als fragments 2979-2 i 3937.  D'aquesta mateixa casulla també forma part el Teixit de les Flors (núm.reg. 3936) incorporat també en aquest únic suport. Destaca la riquesa de la tela en la que s’ha utilitzat amb abundància l’oropel o or de Xipre igual que en el Teixit de les estrelles de la capa del mateix tern i de la qual el CDMT conserva 2 fragments (núm.reg.2374 i 3938).

La decoració la constitueixen dos dissenys diferents. Un disseny segueix un patrò estrelles i creus de braços apuntats que es complementen entre ells i creen un mosaic, dins de les estrelles hi ha parelles de lleons amb els cosos oposats i els caps afrontats; les cues dels lleons s’uneixen i formen una versió estilitzada de l’Arbre de la Vida. Els espais que formen creu, s’omplen amb formes ondulades que acaben en petits florons. L’altre disseny està format per flors polilobulades de pètals arrodonits sobre una xarxa quadriculada amb estrelles al seu interior. També es conserven dos petits fragments amb decoració de tres franges paral•leles, llises, en colors vermell-groc-vermell i un altre fragment amb les franges en vermell-blanc-vermell.  

Del conjunt del tern, la casulla és la peça més malmesa. L’equip de restauració de la Fundació Abegg-Stifftung va publicar la seva reconstrucció gràfica a partir dels fragments localitzats en diferents col•leccions. Tal com en els seus gràfics s’indica una franja amb inscripció en lletres cúfiques separaria els dos motius.  

Segons els documents, sant Valeri va ser bisbe de Saragossa al segle IV i el seu tern va ser portat amb les seves relíquies a Roda d’Isàbena l’any 1279. Al segle XV va passar a la catedral de Lleida d’on va ser venut a principis del segle XX al col•leccionista Lluís Plandiura, qui  les va vendre a la Junta de Museus de Barcelona l’any 1932.

Tant pel què fa a la tècnica com al disseny el teixit presenta les característiques de les peces del període almohade i és molt similar al teixit de les peces d’indumentària que es van trobar als sepulcres de l’Infant don Felip i de la seva dona Leonor Ruiz de Castro, a Villalcázar de Sirga (Palència).","http://data.silknow.org/vocabulary/743"
"Fragment del Teixit dels Lleons de la casulla del tern de Sant Valeri ara integrat en un únic suport junt als fragments 2979-1 i 3937. D'aquesta mateixa casulla també forma part el Teixit de les Flors (núm.reg. 3936) incorporat també en aquest únic suport. Destaca la riquesa de la tela en la que s’ha utilitzat amb abundància l’oropel o or de Xipre igual que en el Teixit de les estrelles de la capa del mateix tern i de la qual el CDMT conserva 2 fragments (núm.reg.2374 i 3938). 

La decoració la constitueixen dos dissenys diferents. Un disseny segueix un patrò estrelles i creus de braços apuntats que es complementen entre ells i creen un mosaic, dins de les estrelles hi ha parelles de lleons amb els cosos oposats i els caps afrontats; les cues dels lleons s’uneixen i formen una versió estilitzada de l’Arbre de la Vida. Els espais que formen creu, s’omplen amb formes ondulades que acaben en petits florons. L’altre disseny està format per flors polilobulades de pètals arrodonits sobre una xarxa quadriculada amb estrelles al seu interior. També es conserven dos petits fragments amb decoració de tres franges paral•leles, llises, en colors vermell-groc-vermell i un altre fragment amb les franges en vermell-blanc-vermell.  

Del conjunt del tern, la casulla és la peça més malmesa. L’equip de restauració de la Fundació Abegg-Stifftung va publicar la seva reconstrucció gràfica a partir dels fragments localitzats en diferents col•leccions. Tal com en els seus gràfics s’indica una franja amb inscripció en lletres cúfiques separaria els dos motius.  

Segons els documents, sant Valeri va ser bisbe de Saragossa al segle IV i el seu tern va ser portat amb les seves relíquies a Roda d’Isàbena l’any 1279. Al segle XV va passar a la catedral de Lleida d’on va ser venut a principis del segle XX al col•leccionista Lluís Plandiura, qui  les va vendre a la Junta de Museus de Barcelona l’any 1932.

Tant pel què fa a la tècnica com al disseny el teixit presenta les característiques de les peces del període almohade i és molt similar al teixit de les peces d’indumentària que es van trobar als sepulcres de l’Infant don Felip i de la seva dona Leonor Ruiz de Castro, a Villalcázar de Sirga (Palència).","http://data.silknow.org/vocabulary/743"
"TAQUETÉ llavorat, decoració per 3 trames llançades

. ORDIT
- relació d’ordits: 2 ordits, en relació: 4 fils d’ordit de fons / 1 fil d’ordit de lligadura   
- matèria: 
ordit de fons: seda; color cru; fils simples; torsió Z
ordit de lligadura: seda; color cru; fils simples; torsió Z
- densitat: 48 fils de fons / 12 fils de lligadura 
- escalat: 1 fil de fons

. TRAMA
- relació de trames: 3 trames llançades, en relació:1/1/1  
- matèria: 
2 trames de seda; colors blau i vermell; STA
1 trama de seda entorxada per làmina de pell daurada (or de Xipre o oropel) en trosió Z 	
- densitat: 25-29 passades/cm 
- escalat: 1 passada

. VORAVIUS : conserva 6 cordelines d’un dels voravius.

. RAPORT de disseny: 6,5 x 5 cm

. TELER: de llaços, passat d’ordit a punta i retorn, dos plegadors d’ordit","http://data.silknow.org/vocabulary/743"
"TAQUETÉ llavorat decoració per 3 trames llançades

. ORDIT
- relació d’ordits: 2 ordits, en relació: 4 fils d’ordit de fons / 1 fil d’ordit de lligadura   
- matèria: 
ordit de fons: seda; color cru; fils simples; torsió Z
ordit de lligadura: seda; color cru; fils simples; torsió Z
- densitat: 48 fils de fons / 12 fils de lligadura 
- escalat: 1 fil de fons

. TRAMA
- relació de trames: 3 trames llançades, en relació:1/1/1  
- matèria: 
2 trames de seda; colors blau i vermell; STA
1 trama de seda entorxada per làmina de pell daurada (or de Xipre o oropel) en trosió Z 	
- densitat: 25-29 passades/cm 
- escalat: 1 passada

. VORAVIUS : conserva 6 cordelines d’un dels voravius.

. RAPORT de disseny: 6,5 x 5 cm

. TELER: de llaços, passat d’ordit a punta i retorn, dos plegadors d’ordit","http://data.silknow.org/vocabulary/743"
"TAQUETÉ llavorat decoració per 3 trames llançades

. ORDIT
- relació d’ordits: 2 ordits, en relació: 4 fils d’ordit de fons / 1 fil d’ordit de lligadura   
- matèria: 
ordit de fons: seda; color cru; fils simples; torsió Z
ordit de lligadura: seda; color cru; fils simples; torsió Z
- densitat: 48 fils de fons / 12 fils de lligadura 
- escalat: 1 fil de fons

. TRAMA
- relació de trames: 3 trames llançades, en relació:1/1/1  
- matèria: 
2 trames de seda; colors blau i vermell; STA
1 trama de seda entorxada per làmina de pell daurada (or de Xipre o oropel) en trosió Z 	
- densitat: 25-29 passades/cm 
- escalat: 1 passada

. VORAVIUS : conserva 6 cordelines d’un dels voravius.

. RAPORT de disseny: 6,5 x 5 cm

. TELER: de llaços, passat d’ordit a punta i retorn, dos plegadors d’ordit","http://data.silknow.org/vocabulary/743"
"Fragments del Teixit de les Flors de la casulla del tern de Sant Valeri de la que també formen part els fragments del Teixit dels Lleons (2979(a), 2979(b) i 3937. Actualment tots aquests fragment es troben integrats en un únic suport. Destaca la riquesa de la tela en la que s’ha utilitzat amb abundància l’oropel o or de Xipre igual que en el Teixit de les estrelles de la capa del mateix tern de la qual el CDMT conserva 2 fragments (núm.reg. 2374 i 3938). 

La decoració la constitueixen dos dissenys diferents. Un disseny segueix un patrò estrelles i creus de braços apuntats que es complementen entre ells i creen un mosaic, dins de les estrelles hi ha parelles de lleons amb els cosos oposats i els caps afrontats; les cues dels lleons s’uneixen i formen una versió estilitzada de l’Arbre de la Vida. Els espais que formen creu, s’omplen amb formes ondulades que acaben en petits florons. L’altre disseny està format per flors polilobulades de pètals arrodonits sobre una xarxa quadriculada amb estrelles al seu interior. També es conserven dos petits fragments amb decoració de tres franges paral•leles, llises, en colors vermell-groc-vermell i un altre fragment amb les franges en vermell-blanc-vermell.  

Del conjunt del tern, la casulla és la peça més malmesa. L’equip de restauració de la Fundació Abegg-Stifftung va publicar la seva reconstrucció gràfica a partir dels fragments localitzats en diferents col•leccions. Tal com en els seus gràfics s’indica una franja amb inscripció en lletres cúfiques separaria els dos motius.  

Segons els documents, sant Valeri va ser bisbe de Saragossa al segle IV i el seu tern va ser portat amb les seves relíquies a Roda d’Isàbena l’any 1279. Al segle XV va passar a la catedral de Lleida d’on va ser venut a principis del segle XX al col•leccionista Lluís Plandiura, qui  les va vendre a la Junta de Museus de Barcelona l’any 1932.

Tant pel què fa a la tècnica com al disseny el teixit presenta les característiques de les peces del període almohade i és molt similar al teixit de les peces d’indumentària que es van trobar als sepulcres de l’Infant don Felip i de la seva dona Leonor Ruiz de Castro, a Villalcázar de Sirga (Palència).","http://data.silknow.org/vocabulary/743"
"Lampàs de dos ordits de seda i cinc trames (quatre de seda i una d'ooripell).","http://data.silknow.org/vocabulary/743"
"Fragments del Teixit de les Estrelles de la capa del tern de sant Valeri, directamente relacionat amb la peça núm.reg. CDMT 2374.

Es tracta un teixit de gran riquesa visual per l’ús que en ell s’ha fet del color i dels materials. Els colors blau, verd i vermell de les sedes s’han conservat amb gran intensitat i combina magníficament amb l’ús del fil d’or treballat en abundància. El disseny és una rígida estructura reticular amb dos motius diferents disposats a portell: fileres de flors de vuit pètals amb una estrella central alternen amb estrelles de vuit puntes de composició calidoscòpica. Tot el conjunt té un fort sentit geomètric com és habitual en els teixits del període almohade, moment al que pertany la peça.

De la indumentària del sant, composta per dues dalmàtiques, una casulla i una capa, el CDMT també conserva un altre fragment de la capa (núm.reg.2374) i diversos fragments del Teixit dels Lleons de la casulla (núm.reg.2979-1, 2979-2, 3976 i 3937). 
 	
Segons els documents, sant Valeri va ser bisbe de Saragossa al segle IV i el seu tern va ser portat amb les seves relíquies a Roda d’Isàbena l’any 1279. Al segle XV va passar a la catedral de Lleida d’on va ser venut a principis del segle XX al col•leccionista Lluís Plandiura, qui  les va vendre a la Junta de Museus de Barcelona l’any 1932.

El tern de sant Valeri és un conjunt d’indumentària litúrgica de reconeguda importància i del que s’ha fet un exhaustiu estudi històric i tècnic . De la seva història es coneixen els nombrosos canvis, modificacions i mutilacions que al llarg del temps ha sofert i que expliquen la gran dispersió dels seus fragments. 

Des del punt de vista estilístic se’l pot relacionar amb el teixit de la creu del taüt d’Enrique I en el panteó reial de Las Huelgas a Burgos (m.1217) i a nivell tècnic destaca l’interès de la peça per ser exemple de transició entre la tècnica de taqueté i la de lampàs .","http://data.silknow.org/vocabulary/743"
"Conserva 2 voravius(tres llistats verd i dos beix) i també a la vora inferior l'inci de peçaamb un disseny geomètric escacat.
- vellut tallat llavorat de 1 cos, brocat, trama llançada","http://data.silknow.org/vocabulary/743"
"vellut tallat llavorat de 1 cos","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Es tracta de 4 fragments, cosits sobre tela de suport blava.","http://data.silknow.org/vocabulary/743"
"Punt manual, treballat en pla: punt llis en tres colors, que creen blocs independents per fer els motius. Els voravius són treballats en quatre malles de punt ""bobo"".
- densitat :  7 malles/cm ; 7 passades/cm.","http://data.silknow.org/vocabulary/743"
"Fragment de teixit corresponent a la part superior de l'esquena d'una jaqueta que conserva les dues vores i la cisa. Es conserva un altre fragment de la mateixa peça que correspon a la part inferior, probablement també de l'esquena. Estan teixits manualment en punt de seda amb fons granat i decorat amb petits motius florals disposats a portell. Les flors estan teixides amb fil de seda groc i fil entorxat de plata, fent una lleugera “S” en sentit vertical i totes alternen els dos colors de manera que un forma la flor i l’altre la tija.","http://data.silknow.org/vocabulary/743"
"conserva part dels voravius","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Descripció tècnica a partir de la peça conservada a Palacio Real. núm.10010788 :
. denominació : Domàs gros de Tours, amb trama llançada lligada a l'envers
. construcció interna : fons en setí de dues trames i decoració gros de Tours (tafetà de 2 fils)
. densitat per ordit : 120-124 fils/cm
. ample de peça : aproximadament 53,5 cm
. vora de la peça de Palacio és diferent de la de la peça del CDMT. Palació : barreja colors verd i blanc·
. alçada de la flor : 21 cm
. raport lateral: 27 cm

- conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments de voravius.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius
- Lampas fons setí, 2 lats liseré (dels quals una de les trames es d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"Teixit de lampàs de seda decorat amb motius d'estil “bizarre”. L’ordit és de color granat visible al fons gràcies al lligament de setí. Els motius representats estan llavorats amb bastes de les diferents trames i també hi ha motius espolinats. Els fils són de seda de colors blanc, blaus, verds, groc, fil de xenilla i també fil de làmina d’argent entorxada.","http://data.silknow.org/vocabulary/743"
"Descripció tècnica a partir de les peces del Covent de San Lorenzo del Escorial, núm. 10050177 i 10051222 (dossier ""Jornades sobre sederies bizarres"", Madrid, setembre 2000) :
. denominació: Domàs gros de Tours à liage repris, amb treball de trama liseré i trama espolinada
. construcció interna : fons de setí de 8 e.3, decoració en gros de Tours de 2 fils. Treball de les trames en efecte liseré i espolinat sobre el fons setí, lligades en sarja de 3, S, per 1 de cada 6 fils de l'ordit.
. ordit: organzina, S. densitat : 120 fils/cm
. trama: trama de fons : fil de seda; trama decoració: fil d'or entorxat sobre fil doble de seda groga, S + fil d'or arrissat + sedes en diferents colors; proporció 2/1 i densitat : 17-15 passades/cm
. ample de peça: 55,5 cm comptant els dos voravius
. total de fils d'ordit: 6672
. núm. de mallons: 840
. altres mides: alt de la fulla de decoració : 14 cm; distancia de fulla a fulla 11,5 cm; distancia de trompeta a trompeta : 34 cm","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Descripció tècnica a partir de les peces del Covent de San Lorenzo del Escorial, capa pluvial núm. 10050177 i capa pluvial 10051222 (dossier ""Jornades sobre sederies bizarre, Madrid, setembre 2000):
. denominació: Domàs gros de Tours à liage repris, amb treball de trama liseré i trama espolinada
. construcció interna: fons de setí de 8 e.3, decoració en gros de Tours de 2 fils. Treball de les trames en efecte liseré i espolinat sobre el fons setí, lligades en sarja de 3, S, per 1 de cada 6 fils de l'ordit.
. ordit: organzina, S.densitat: 120 fils/cm
. trama : trama de fons : fil de seda; trama decoració: fil d'or entorxat sobre fil doble de seda groga, S + fil d'or arrissat + sedes en diferents colors; proporció 2/1 i densitat : 17-15 passades/cm
. ample de peça : 55,5 cm tenint en compte els dos voravius
. total de fils d'ordit : 6672
. núm. de mallons : 840
. altres mides : alt de la fulla de decoració : 14 cm; distancia de fulla a fulla 11,5 cm; distancia de trompeta a trompeta : 34 cm","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva part dels dos voravius","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Decoració vegetal que combina motius bizarre amb l'escut de l'orde del Carme i el monograma de María.","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius, un incomplet","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva part dels dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels dos voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva part dels dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Combinació d'elements florals entre els que es pot identificar petites barraques valencianes.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Fragment de teixit de seda amb trama d'or. Decoració formada per elements florals disposats a quatre camins alternant flors amb fil de seda i fulles vegetals amb fil d'or.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva part dels voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius laterals: 4 m/m. de 8 fils d'ordit groc.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
